#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Mnogo je siromaštva i nezaposlenosti.
430-7	36945-36952	izdanci	N	NOUN	_	_	izdanak	_	_	_	ENG30-07324673-n	5	ENG30-05470189-n;ENG30-07324673-n;ENG30-07719437-n;ENG30-13164583-n;ENG30-13164763-n	*	simple_wsd - ENG30-07324673-n:0.6510::postepeni početak ili izrastanje - ENG30-13164583-n:0.6088::svaki novi rast biljke kao što je nova grana ili pupoljak - ENG30-07719437-n:0.4638::tek izrasla mladica sa pupoljcima	
430-8	36953-36955	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
430-9	36956-36963	trebalo	V	VERB	_	_	trebati	_	_	_	ENG30-02632567-v	2	CV0022;ENG30-02632567-v	*	simple_wsd - ENG30-02632567-v:0.6019::biti bez, oskudevati; biti manjkav u - CV0022:0.3437::potrebno je, nužno je, valja (bezličan)	
430-10	36964-36966	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
430-11	36967-36971	budu	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
430-12	36972-36979	spremni	A	ADJ	_	_	spreman	_	_	_	ENG30-00667463-a	4	ENG30-00667463-a;ENG30-01682822-a;ENG30-01782596-a;ENG30-01930512-a	*	simple_wsd - ENG30-00667463-a:0.8493::koji se trenutno koristi ili je spreman za upotrebu - ENG30-01682822-a:0.7919::koji je krenuo ili namerava da krene u određenom pravcu; često se koristi kao kombinovani oblik kao u „student koji ide… - ENG30-01930512-a:0.7761::potpuno pripremljen ili u stanju za trenutnu akciju ili upotrebu ili napredak	
430-13	36980-36982	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
430-14	36983-36995	presađivanje	N	NOUN	_	_	presađivanje	_	_	_	ENG30-00331102-n	1	ENG30-00331102-n	*	simple_wsd - ENG30-00331102-n:0.8109::čin čupanja i premeštanja biljke na novu lokaciju	
430-15	36996-36998	na	PREP	ADP	_	_	na	1[346]	na otvorenom[346]	AdvID[346]	LLM-0134[2287]	1[2287]	LLM-0134[2287]	*[690]	simple_wsd - LLM-0134:0.3955::Vani; izvan zatvorenog prostora.[2287]	
430-16	36999-37008	otvorenom	A	ADJ	_	_	otvoren	1[346]	na otvorenom[346]	AdvID[346]	LLM-0134[2287]	1[2287]	LLM-0134[2287]	*[690]	simple_wsd - LLM-0134:0.3955::Vani; izvan zatvorenog prostora.[2287]	
430-17	37008-37009	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Zbog toga on napušta selo.
431-1	37009-37013	Zbog	PREP	ADP	_	_	zbog	1[347]	zbog toga[347]	AdvID[347]	LLM-0336[2288]	1[2288]	LLM-0336[2288]	*[691]	simple_wsd - LLM-0336:0.8852::Iz tog razloga; posledično.[2288]	
431-2	37014-37018	toga	PRO	DET	_	_	taj	1[347]	zbog toga[347]	AdvID[347]	LLM-0336[2288]	1[2288]	LLM-0336[2288]	*[691]	simple_wsd - LLM-0336:0.8852::Iz tog razloga; posledično.[2288]	
431-3	37019-37021	on	PRO	PRON	_	_	on	_	_	_	_	_	_	_	_	
431-4	37022-37029	napušta	V	VERB	_	_	napuštati	_	_	_	ENG30-02076676-v	6	ENG30-00613683-v;ENG30-01848718-v;ENG30-02076676-v;ENG30-02227487-v;ENG30-02227741-v;ENG30-02382367-v	*	simple_wsd - ENG30-02076676-v:0.9726::ostaviti prazno; iseliti se iz - ENG30-00613683-v:0.9701::ostaviti nešto za sobom, bilo namerno bilo nemarom ili zaboravnošću - ENG30-02227741-v:0.9133::odustati s namerom da se nikada više ne potražuje	
431-5	37030-37034	selo	N	NOUN	_	_	selo	_	_	_	ENG30-08226699-n	3	ENG30-08226699-n;ENG30-08644722-n;ENG30-08672738-n	*	simple_wsd - ENG30-08226699-n:0.9029::Zajednica ljudi manja od grada. - ENG30-08672738-n:0.8818::naselje manje od grada - ENG30-08644722-n:0.2848::područje izvan varoši i gradova	
431-6	37034-37035	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Suprotstavljaće ti se, ali ne boj se; imaćeš blagoslov da činiš ono što se mora.
432-1	37035-37050	Suprotstavljaće	V	VERB	_	_	suprotstavljati	1	suprotstavljati se	IRV	ENG30-00823436-v[2289]	3[2289]	CVMWE-0435;ENG30-00776059-v;ENG30-00823436-v[2289]	*[692]	simple_wsd - ENG30-00823436-v:0.9780::poricati kakvu istinu - CVMWE-0435:0.8724::staviti se nasuprot nekome, odupreti se rečima ili činom, usprotiviti se - ENG30-00776059-v:0.4338::Odbijati nešto.[2289]	
432-2	37051-37053	ti	PRO	PRON	_	_	ti	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0435[692]	3[692]	CVMWE-0435\;ENG30-00776059-v\;ENG30-00823436-v[692]	*[692]	U ovom kontekstu, 'suprotstavljati se' znači da će ti se neko usprotiviti ili odupreti rečima ili delima, što najpreciznije odgovara značenju pod ID-jem CVMWE-0435.[692]	
432-3	37054-37056	se	PAR	PART	_	_	se	1	*	IRV	ENG30-00823436-v[2289]	3[2289]	CVMWE-0435;ENG30-00776059-v;ENG30-00823436-v[2289]	*[692]	simple_wsd - ENG30-00823436-v:0.9780::poricati kakvu istinu - CVMWE-0435:0.8724::staviti se nasuprot nekome, odupreti se rečima ili činom, usprotiviti se - ENG30-00776059-v:0.4338::Odbijati nešto.[2289]	
432-4	37056-37057	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
432-5	37058-37061	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	_	
432-6	37062-37064	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	_	
432-7	37065-37068	boj	V	VERB	_	_	bojati	2	bojati se	IRV	CVMWE-0025[2290]	3[2290]	CVMWE-0025;CVMWE-0289;ENG30-01780202-v[2290]	*[693]	simple_wsd - CVMWE-0025:0.5735::ne usuđivati se uraditi nešto iz straha - ENG30-01780202-v:0.4993::biti uplašen, plašiti se - CVMWE-0289:0.4160::strahovati, strepeti[2290]	
432-8	37069-37071	se	PAR	PART	_	_	se	2	*	IRV	CVMWE-0025[2290]	3[2290]	CVMWE-0025;CVMWE-0289;ENG30-01780202-v[2290]	*[693]	simple_wsd - CVMWE-0025:0.5735::ne usuđivati se uraditi nešto iz straha - ENG30-01780202-v:0.4993::biti uplašen, plašiti se - CVMWE-0289:0.4160::strahovati, strepeti[2290]	
432-9	37071-37072	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	_	
432-10	37073-37079	imaćeš	V	VERB	_	_	imati	_	_	_	ENG30-02629535-v	11	ENG30-00065370-v;ENG30-00121046-v;ENG30-01426397-v;ENG30-02047097-v;ENG30-02203362-v;ENG30-02204692-v;ENG30-02205098-v;ENG30-02302220-v;ENG30-02629535-v;ENG30-02704349-v;ENG30-02740745-v	*	simple_wsd - ENG30-02629535-v:0.8133::obuhvatati, imati kao komponentu. - ENG30-01426397-v:0.8119::Imati seksualni odnos sa nekim. - ENG30-02302220-v:0.8114::Imati po pravu; o pravima i titulama i funkcijama.	
432-11	37080-37089	blagoslov	N	NOUN	_	_	blagoslov	_	_	_	ENG30-01043693-n	2	ENG30-01043693-n;ENG30-07189411-n	*	simple_wsd - ENG30-01043693-n:0.9614::Čin moljenja za božansku zaštitu - ENG30-07189411-n:0.7429::Ceremonijalna molitva koja zaziva božansku zaštitu.	
432-12	37090-37092	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
432-13	37093-37098	činiš	V	VERB	_	_	činiti	_	_	_	ENG30-01619014-v	5	ENG30-01619014-v;ENG30-01645601-v;ENG30-02367363-v;ENG30-02560767-v;ENG30-02620587-v	*	simple_wsd - ENG30-01619014-v:0.8330::praviti ili dizajnirati nešto, često na određeni način - ENG30-01645601-v:0.8259::Učiniti da se nešto desi, ne mora biti s namerom. - ENG30-02367363-v:0.7173::Izvoditi neku akciju.	
432-14	37099-37102	ono	PRO	PRON	_	_	ono	_	_	_	_	_	_	_	_	
432-15	37103-37106	što	CONJ	SCONJ	_	_	što	_	_	_	_	_	_	_	_	
432-16	37107-37109	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	
432-17	37110-37114	mora	V	VERB	_	_	morati	_	_	_	DRJ0-203172/2	5	DRJ0-203172/1;DRJ0-203172/2;DRJ0-203172/3;DRJ0-203172/4a.;DRJ0-203172/4b.	*	simple_wsd - DRJ0-203172/2:0.9004::trebati; treba da, potrebno je da, valja (da), nužno je da: - DRJ0-203172/3:0.8949::osećati potrebu, pobudu, impuls da se nešto (u)čini, (u)radi. - DRJ0-203172/1:0.7276::činiti nešto iz nužde, biti prinuđen, prisiljen, primoran, obavezan (u)činiti nešto:	
432-18	37114-37115	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Rim im je 362. objavio rat.
433-1	37115-37118	Rim	N	PROPN	http://www.wikidata.org/entity/Q1747689	LOC	Rim	_	_	_	_	_	_	_	_	
433-2	37119-37121	im	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	_	
433-3	37122-37124	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
433-4	37125-37129	362.	A	ADJ	_	_	362.	_	_	_	_	_	_	_	_	
433-5	37130-37137	objavio	V	VERB	_	_	objaviti	1	objaviti rat	VID	CVMWE-0242[2291]	1[2291]	CVMWE-0242[2291]	*[694]	simple_wsd - CVMWE-0242:0.9035::obavestiti neku državu da protiv nje počinje rat[2291]	
433-6	37138-37141	rat	N	NOUN	_	_	rat	1	*	VID	CVMWE-0242[2291]	1[2291]	CVMWE-0242[2291]	*[694]	simple_wsd - CVMWE-0242:0.9035::obavestiti neku državu da protiv nje počinje rat[2291]	
433-7	37141-37142	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Teroristi su ubili dvojicu sportista ubrzo nakon što su ih uzeli za taoce, a ostalih devet ubili su tokom neuspelog pokušaja oslobađanja.
434-1	37142-37151	Teroristi	N	NOUN	http://www.wikidata.org/entity/Q4456236	ROLE	terorista	_	_	_	ENG30-10702781-n	1	ENG30-10702781-n	*	simple_wsd - ENG30-10702781-n:0.3446::radikal koji koristi teror kao političko oružje - obično se sa drugim teroristima udružuje u male ćelije; često koristi…	
434-2	37152-37154	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
434-3	37155-37160	ubili	V	VERB	_	_	ubiti	_	_	_	ENG30-01325536-v	4	ENG30-01325536-v;ENG30-01325774-v;ENG30-02482425-v;ENG30-02483000-v	*	simple_wsd - ENG30-01325536-v:0.9563::čiju smrt nenamerno izazvati - ENG30-01325774-v:0.9299::lišiti života - ENG30-02482425-v:0.8712::Usmrtiti namerno i sa predumišljajem.	
434-4	37161-37168	dvojicu	N	NOUN	_	_	dvojica	_	_	_	DRJ0-235081/0	1	DRJ0-235081/0	*	simple_wsd - DRJ0-235081/0:0.1882::dva muška lica, dva muškarca:	
434-5	37169-37178	sportista	N	NOUN	http://www.wikidata.org/entity/Q2066131	ROLE	sportista	_	_	_	ENG30-09820263-n	1	ENG30-09820263-n	*	simple_wsd - ENG30-09820263-n:0.3099::Osoba trenirana da se nadmeće u sportu.	
434-6	37179-37184	ubrzo	ADV	ADV	_	_	ubrzo	_	_	_	DRJ0-182833/0	1	DRJ0-182833/0	*	simple_wsd - DRJ0-182833/0:0.5830::nakon vrlo kratkog vremena.	
434-7	37185-37190	nakon	PREP	ADP	_	_	nakon	_	_	_	_	_	_	_	_	
434-8	37191-37194	što	PRO	PRON	_	_	što	_	_	_	_	_	_	_	_	
434-9	37195-37197	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
434-10	37198-37200	ih	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	_	
434-11	37201-37206	uzeli	V	VERB	_	_	uzeti	_	_	_	ENG30-00756076-v	15	ENG30-00524682-v;ENG30-00632236-v;ENG30-00756076-v;ENG30-01214265-v;ENG30-01480469-v;ENG30-01599983-v;ENG30-01995211-v;ENG30-02201138-v;ENG30-02205272-v;ENG30-02207206-v;ENG30-02209936-v;ENG30-02236624-v;ENG30-02249438-v;ENG30-02272549-v;ENG30-02498320-v	*	simple_wsd - ENG30-00756076-v:0.9583::Uzeti kao neželjenu posledicu nekog događaja ili stanja stvari. - ENG30-02205272-v:0.8619::Prebaciti u svoju svojinu. - ENG30-02272549-v:0.8327::Nešto uzeti kao svoje silom, na primer, posle invazije.	
434-12	37207-37209	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
434-13	37210-37215	taoce	N	NOUN	_	_	talac	_	_	_	ENG30-10187557-n	1	ENG30-10187557-n	*	simple_wsd - ENG30-10187557-n:0.0581::zatvorenik koga drži jedna strana da bi se osiguralo da će druga strana ispuniti određene uslove	
434-14	37215-37216	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
434-15	37217-37218	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	
434-16	37219-37226	ostalih	A	ADJ	_	_	ostali	_	_	_	DRJ0-210164/0	1	DRJ0-210164/0	*	simple_wsd - DRJ0-210164/0:0.6941::svi koji preostaju posle pomenutih, navedenih, uzetih u obzir; drugi, ini.; osim toga, pored toga; kao uzgred.	
434-17	37227-37232	devet	NUM	NUM	_	_	devet	_	_	_	_	_	_	_	_	
434-18	37233-37238	ubili	V	VERB	_	_	ubiti	_	_	_	ENG30-01325536-v	4	ENG30-01325536-v;ENG30-01325774-v;ENG30-02482425-v;ENG30-02483000-v	*	simple_wsd - ENG30-01325536-v:0.9640::čiju smrt nenamerno izazvati - ENG30-01325774-v:0.9344::lišiti života - ENG30-02482425-v:0.8710::Usmrtiti namerno i sa predumišljajem.	
434-19	37239-37241	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
434-20	37242-37247	tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	_	
434-21	37248-37257	neuspelog	A	ADJ	_	_	neuspeo	_	_	_	ENG30-01082714-a	1	ENG30-01082714-a	*	simple_wsd - ENG30-01082714-a:0.7138::koji je neuspešan u postizanju željenog rezultata	
434-22	37258-37266	pokušaja	N	NOUN	_	_	pokušaj	_	_	_	ENG30-00786195-n	2	ENG30-00786195-n;ENG30-00787061-n	*	simple_wsd - ENG30-00786195-n:0.4437::Ozbiljna i svesna aktivnost s ciljem da se nešto postigne. - ENG30-00787061-n:0.0019::obično kratak pokušaj	
434-23	37267-37278	oslobađanja	N	NOUN	_	_	oslobađanje	_	_	_	ENG30-00206927-n	4	ENG30-00206927-n;ENG30-00329619-n;ENG30-06552814-n;ENG30-13549672-n	*	simple_wsd - ENG30-00206927-n:0.8291::čin isterivanja nekoga ili nečega - ENG30-13549672-n:0.7416::proces koji oslobađa ili ispušta nešto - ENG30-00329619-n:0.3382::čin puštanja tečnosti da pobegne	
434-24	37278-37279	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=On voli da pravi probleme i kači se sa svima.
435-1	37279-37281	On	PRO	PRON	_	_	on	_	_	_	_	_	_	_	_	
435-2	37282-37286	voli	V	VERB	_	_	voleti	_	_	_	ENG30-01775164-v	6	ENG30-01775164-v;ENG30-01775535-v;ENG30-01776952-v;ENG30-01824339-v;ENG30-01824736-v;ENG30-01828736-v	*	simple_wsd - ENG30-01775164-v:0.8655::Gajiti nežna osećanja prema nekome. - ENG30-01824339-v:0.8393::nadati se nećemu, imati želju - ENG30-01828736-v:0.7477::osećati zadovoljstvo zbog nečega	
435-3	37287-37289	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
435-4	37290-37295	pravi	V	VERB	_	_	praviti	2	praviti problem	LVC.cause	CVMWE-0331[2292]	1[2292]	CVMWE-0331[2292]	*[695]	simple_wsd - CVMWE-0331:0.1118::izazivati poteškoće u radu, delovanju[2292]	
435-5	37296-37304	probleme	N	NOUN	_	_	problem	2	*	LVC.cause	CVMWE-0331[2292]	1[2292]	CVMWE-0331[2292]	*[695]	simple_wsd - CVMWE-0331:0.1118::izazivati poteškoće u radu, delovanju[2292]	
435-6	37305-37306	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
435-7	37307-37311	kači	V	VERB	_	_	kačiti	1	kačiti se	IRV	CVMWE-0169[2293]	1[2293]	CVMWE-0169[2293]	*[696]	simple_wsd - CVMWE-0169:0.1073::izazivati svađu, prepirku[2293]	
435-8	37312-37314	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0169[2293]	1[2293]	CVMWE-0169[2293]	*[696]	simple_wsd - CVMWE-0169:0.1073::izazivati svađu, prepirku[2293]	
435-9	37315-37317	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	
435-10	37318-37323	svima	PRO	DET	_	_	sav	_	_	_	_	_	_	_	_	
435-11	37323-37324	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=To bi moglo da razbije magiju koju ima.
436-1	37324-37326	To	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	
436-2	37327-37329	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
436-3	37330-37335	moglo	V	VERB	_	_	moći	_	_	_	CV0071	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	simple_wsd - CV0071:0.4218::biti u mogućnosti, imati prilike za nešto, biti u okolnostima za ostvarivanje nečega - ENG30-02523221-v:0.2642::Istrajati ili uspevati. - CV0044:0.1943::biti u stanju, biti kadar, sposoban učiniti, uraditi nešto	
436-4	37336-37338	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
436-5	37339-37346	razbije	V	VERB	_	_	razbiti	_	_	_	ENG30-01989562-v	5	ENG30-00030463-v;ENG30-00258665-v;ENG30-00334996-v;ENG30-01657977-v;ENG30-01989562-v	*	simple_wsd - ENG30-01989562-v:0.9296::uzrokovati da šta pukne - ENG30-00258665-v:0.9088::učiniti neupotrebljivim i neučinkovitim - ENG30-01657977-v:0.8808::šta razdvojiti u njegove sastavne delove	
436-6	37347-37353	magiju	N	NOUN	_	_	magija	_	_	_	ENG30-00099951-n	2	ENG30-00099951-n;ENG30-05967977-n	*	simple_wsd - ENG30-00099951-n:0.3250::prividni podvig, kakav naivni posmatrači smatraju za magičan - ENG30-05967977-n:0.1717::svaka umetnost koja poziva natprirodne moći	
436-7	37354-37358	koju	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
436-8	37359-37362	ima	V	VERB	_	_	imati	_	_	_	ENG30-02740745-v	11	ENG30-00065370-v;ENG30-00121046-v;ENG30-01426397-v;ENG30-02047097-v;ENG30-02203362-v;ENG30-02204692-v;ENG30-02205098-v;ENG30-02302220-v;ENG30-02629535-v;ENG30-02704349-v;ENG30-02740745-v	*	simple_wsd - ENG30-02740745-v:0.9627::biti suočen s nečim - ENG30-00065370-v:0.9389::Patiti od nečega; bolovati od nečega. - ENG30-02205098-v:0.8732::imati preostalo	
436-9	37362-37363	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Stigli su do finala događaja, ali su izgubili od američkih blizanaca Boba i Majka Brajana.
437-1	37363-37369	Stigli	V	VERB	_	_	stići	_	_	_	ENG30-02006709-v	4	ENG30-00425071-v;ENG30-02006573-v;ENG30-02006709-v;ENG30-02021532-v	*	simple_wsd - ENG30-02006709-v:0.2646::biti primljen - ENG30-00425071-v:0.2285::nastati ili se pojaviti na sceni - ENG30-02006573-v:0.2137::stići kamo i ukrcati se	
437-2	37370-37372	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
437-3	37373-37375	do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	_	
437-4	37376-37382	finala	N	NOUN	_	_	finale	_	_	_	ENG30-15267536-n	2	ENG30-07466832-n;ENG30-15267536-n	*	simple_wsd - ENG30-15267536-n:0.3318::vremenski kraj; vreme završetka - ENG30-07466832-n:0.0842::finalni meč između pobednika svih prethodnih mečeva na eliminacionom turniru	
437-5	37383-37391	događaja	N	NOUN	_	_	događaj	_	_	_	ENG30-07447261-n	6	CV0008;ENG30-00029378-n;ENG30-07283608-n;ENG30-07307477-n;ENG30-07447261-n;ENG30-11453860-n	*	simple_wsd - ENG30-07447261-n:0.6127::nejasno određen društveni događaj - ENG30-07283608-n:0.5826::Nešto što se dogodi. - ENG30-00029378-n:0.0885::Nešto što se desi u datom trenutku i na datom mestu.	
437-6	37391-37392	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
437-7	37393-37396	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	_	
437-8	37397-37399	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
437-9	37400-37408	izgubili	V	VERB	_	_	izgubiti	_	_	_	ENG30-01099592-v	8	ENG30-01099592-v;ENG30-01795082-v;ENG30-02287618-v;ENG30-02287789-v;ENG30-02288155-v;ENG30-02288828-v;ENG30-02303331-v;ENG30-02385153-v	*	simple_wsd - ENG30-01099592-v:0.8983::nemati uspeha u postizanju pobede - ENG30-02288155-v:0.8910::ne dobiti, odnosno ne zadobiti - ENG30-02287789-v:0.8623::Propustiti da se nešto zadrži ili održi; nemati više, u fizičkom ili prenesenom značenju.	
437-10	37409-37411	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
437-11	37412-37421	američkih	A	ADJ	*	DEMO	američki	_	_	_	ENG30-02927512-a	1	ENG30-02927512-a	*	simple_wsd - ENG30-02927512-a:-0.0177::O Sjedinjenim Američkim Državama ili koji se odnosi na SAD	
437-12	37422-37431	blizanaca	N	NOUN	_	_	blizanac	_	_	_	ENG30-10734394-n	1	ENG30-10734394-n	*	simple_wsd - ENG30-10734394-n:0.7363::jedan od tva potomka koji su rođeni istovremeno kao rezultat iste trudnoće	
437-13	37432-37436	Boba	N	PROPN	http://www.wikidata.org/entity/Q53340	PERS	Bob	_	_	_	_	_	_	_	_	
437-14	37437-37438	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
437-15	37439-37444	Majka	N	PROPN	http://www.wikidata.org/entity/Q53342[141]	PERS[141]	Majk	_	_	_	_	_	_	_	_	
437-16	37445-37452	Brajana	N	PROPN	http://www.wikidata.org/entity/Q53342[141]	PERS[141]	Brajan	_	_	_	_	_	_	_	_	
437-17	37452-37453	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Orbitira veoma blizu zvezde.
438-1	37453-37461	Orbitira	V	VERB	_	_	orbitirati	_	_	_	ENG30-02043982-v	1	ENG30-02043982-v	*	simple_wsd - ENG30-02043982-v:0.3250::kretati se u orbiti	
438-2	37462-37467	veoma	ADV	ADV	_	_	veoma	_	_	_	ENG30-00032803-b	4	ENG30-00018289-b;ENG30-00032803-b;ENG30-00059086-b;ENG30-00089408-b	*	simple_wsd - ENG30-00032803-b:0.8459::vrlo - ENG30-00059086-b:0.4315::u velikoj meri ili stepenu - ENG30-00018289-b:0.4296::reč koja se koristi kao pojačivač značenja	
438-3	37468-37473	blizu	PREP	ADP	_	_	blizu	_	_	_	_	_	_	_	_	
438-4	37474-37480	zvezde	N	NOUN	_	_	zvezda	_	_	_	ENG30-06828389-n	4	ENG30-05730930-n;ENG30-06828389-n;ENG30-09444100-n;ENG30-09762509-n	*	simple_wsd - ENG30-06828389-n:0.9255::karakter nalik na zvezdu (*) koji se koristi u štampanim tekstovima - ENG30-09762509-n:0.8980::Neko ko je veoma vešt. - ENG30-05730930-n:0.6032::mrežna topologija čije su komponenet povezane na glavni računar	
438-5	37480-37481	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Ditrih ju je tada spasao i njom se oženio.
439-1	37481-37487	Ditrih	N	PROPN	http://www.wikidata.org/entity/Q1224130	PERS	Ditrih	_	_	_	_	_	_	_	_	
439-2	37488-37490	ju	PRO	PRON	_	_	ona	_	_	_	_	_	_	_	_	
439-3	37491-37493	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
439-4	37494-37498	tada	ADV	ADV	_	_	tada	_	_	_	ENG30-00117903-b	1	ENG30-00117903-b	*	simple_wsd - ENG30-00117903-b:0.8022::tada	
439-5	37499-37505	spasao	V	VERB	_	_	spasti	_	_	_	ENG30-02551602-v	2	ENG30-02551144-v;ENG30-02551602-v	*	simple_wsd - ENG30-02551602-v:0.9622::spasiti od grehova - ENG30-02551144-v:0.9017::izvući, izbaviti iz kakve nevolje, teške situacije	
439-6	37506-37507	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
439-7	37508-37512	njom	PRO	PRON	_	_	ona	_	_	_	_	_	_	_	_	
439-8	37513-37515	se	PAR	PART	_	_	se	1	*	IRV	ENG30-02488834-v[2294]	3[2294]	CVMWE-0277;ENG30-02488834-v;ENG30-02489456-v[2294]	*[697]	simple_wsd - ENG30-02488834-v:0.6433::Stupiti u brak. - CVMWE-0277:0.5976::sklopiti brak, stupiti u brak (o muškarcima) - ENG30-02489456-v:0.5118::izvršiti ceremoniju braka[2294]	
439-9	37516-37522	oženio	V	VERB	_	_	oženiti	1	oženiti se	IRV	ENG30-02488834-v[2294]	3[2294]	CVMWE-0277;ENG30-02488834-v;ENG30-02489456-v[2294]	*[697]	simple_wsd - ENG30-02488834-v:0.6433::Stupiti u brak. - CVMWE-0277:0.5976::sklopiti brak, stupiti u brak (o muškarcima) - ENG30-02489456-v:0.5118::izvršiti ceremoniju braka[2294]	
439-10	37522-37523	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Rusi su u bici izgubili 90.000 ljudi.
440-1	37523-37527	Rusi	N	PROPN	http://www.wikidata.org/entity/Q49542	DEMO	Rus	_	_	_	_	_	_	_	_	
440-2	37528-37530	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
440-3	37531-37532	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
440-4	37533-37537	bici	N	NOUN	_	_	bitka	_	_	_	ENG30-00958896-n	3	ENG30-00953559-n;ENG30-00958896-n;ENG30-01170962-n	*	simple_wsd - ENG30-00958896-n:0.6896::otvoreni sukob dve suprotstavljene grupe - ENG30-01170962-n:0.4981::Čin borbe; bilo kakvo nadmetanje ili sukob. - ENG30-00953559-n:0.4782::Neprijateljski susret suprotstavljenih vojnih snaga u toku rata.	
440-5	37538-37546	izgubili	V	VERB	_	_	izgubiti	_	_	_	ENG30-02287618-v	8	ENG30-01099592-v;ENG30-01795082-v;ENG30-02287618-v;ENG30-02287789-v;ENG30-02288155-v;ENG30-02288828-v;ENG30-02303331-v;ENG30-02385153-v	*	simple_wsd - ENG30-02287618-v:0.9797::Nestati iz nečijeg posedovanja, nestati iz vida. - ENG30-02287789-v:0.9765::Propustiti da se nešto zadrži ili održi; nemati više, u fizičkom ili prenesenom značenju. - ENG30-01795082-v:0.9755::pretrpjeti gubitak osobe zbog smrti ili odlaska	
440-6	37547-37553	90.000	NUM	NUM	_	_	90.000	_	_	_	_	_	_	_	_	
